"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
5,68.1211570177124,120.040536472548,137.430570901593,143.138498727886,148.527108035178,153.761181224088,159.086147992435,164.439298365924,169.763411234544,175.084263607772,180.413631446499,185.742675682951,191.069722394873,196.396932130487,201.724600587848,207.052204865698,212.379706713738,217.707231244748,223.03477773049,228.36231667726,233.689851217627,239.017388128455,244.344925812337,249.672462944821,255
5,55.1,128.36,136.688888888889,142.066666666667,147.444444444444,152.822222222222,158.2,163.577777777778,168.955555555556,174.333333333333,179.711111111111,185.088888888889,190.466666666667,195.844444444444,201.222222222222,206.6,211.977777777778,217.355555555556,222.733333333333,228.111111111111,233.488888888889,238.866666666667,244.244444444444,249.622222222222,255
5,66.35,127.281481481481,136.525925925926,141.911111111111,147.296296296296,152.681481481481,158.066666666667,163.451851851852,168.837037037037,174.222222222222,179.607407407407,184.992592592593,190.377777777778,195.762962962963,201.148148148148,206.533333333333,211.918518518519,217.303703703704,222.688888888889,228.074074074074,233.459259259259,238.844444444444,244.22962962963,249.614814814815,255
5,39.24,127.228571428571,136.362962962963,141.755555555556,147.148148148148,152.540740740741,157.933333333333,163.325925925926,168.718518518519,174.111111111111,179.503703703704,184.896296296296,190.288888888889,195.681481481481,201.074074074074,206.466666666667,211.859259259259,217.251851851852,222.644444444444,228.037037037037,233.42962962963,238.822222222222,244.214814814815,249.607407407407,255
5,53.5829978884448,128.437716082569,136.97710577114,142.657541664434,148.094835154535,153.361501089703,158.700390316988,164.071895954878,169.419826809263,174.762833541559,180.113109190109,185.463545653556,190.812118649269,196.160810249907,201.509929787934,206.85899842635,212.207971508819,217.556963348165,222.905975668884,228.254981599865,233.603983420151,238.952987282529,244.301991866083,249.6509959691,255
5,45.9522019014488,127.763570300113,137.286890847482,142.98242398214,148.387250426258,153.632607135294,158.961871424278,164.320722019561,169.652598607063,174.980559698207,180.316732555133,185.652664960339,190.986656995977,196.320795661797,201.655379924595,206.989904987915,212.324330552076,217.658777307997,222.993245390489,228.327706375099,233.662163079379,238.996622026986,244.331081725528,249.665540900311,255
5,57.7,127.557142857143,136.525925925926,141.911111111111,147.296296296296,152.681481481481,158.066666666667,163.451851851852,168.837037037037,174.222222222222,179.607407407407,184.992592592593,190.377777777778,195.762962962963,201.148148148148,206.533333333333,211.918518518519,217.303703703704,222.688888888889,228.074074074074,233.459259259259,238.844444444444,244.22962962963,249.614814814815,255
5,62.4776134705087,127.017674323389,136.948733762403,142.65869448915,148.103066478432,153.362847188764,158.700809079797,164.074102929657,169.42182666552,174.764226996521,180.114506542988,185.464957645751,190.813389777087,196.161950573782,201.510975014437,206.859944263669,212.208809983703,217.557696037613,222.906604281871,228.255505600034,233.604402464503,238.953301542299,244.302201401444,249.65110073979,255
5,48.2420639003595,125.793409787902,136.578887769402,142.3277436826,147.819764604623,153.088705172401,158.434469458626,163.823964616738,169.187785550131,174.544440449357,179.909110537231,185.27440539674,190.637470402212,196.000652848336,201.364347358613,206.727987521815,212.09151334341,217.455059851955,222.818630868345,228.182194709104,233.545753631038,238.909314872765,244.272876977444,249.63643853187,255
5,35.5476241343606,127.352188371854,136.137945168411,141.83782758662,147.36305233073,152.670640828867,158.034184483677,163.441492282568,168.829521329072,174.209743764752,179.596134973551,184.983588262377,190.369108052468,195.754694730807,201.140728138167,206.526722082618,211.912616274694,217.298526384452,222.684457875011,228.070383675452,233.456305184676,238.842228567718,244.228152703606,249.614076389445,255
5,55.1190756676453,127.978322812771,136.685112283415,142.356266621076,147.821580266441,153.107140941742,158.455658274524,163.839300440798,169.20204918487,174.559055254177,179.922587221351,185.286602584554,190.648812589309,196.011118927147,201.373839858386,206.736516454995,212.099100475251,217.461701333911,222.824322035292,228.186936903065,233.549547788321,238.912160558077,244.27477402652,249.637387048194,255
5,42.3,128.871428571429,137.177777777778,142.533333333333,147.888888888889,153.244444444444,158.6,163.955555555556,169.311111111111,174.666666666667,180.022222222222,185.377777777778,190.733333333333,196.088888888889,201.444444444444,206.8,212.155555555556,217.511111111111,222.866666666667,228.222222222222,233.577777777778,238.933333333333,244.288888888889,249.644444444444,255
5,36.5253592580764,112.469017850927,137.423043472748,143.133745615906,148.523338383728,153.757051343305,159.082124649013,164.435652709471,169.759982343187,175.081003622895,180.410599099948,185.739870186081,191.067129963259,196.394553501337,201.722438926304,207.050259832732,212.377977602575,217.705718184083,223.033480871811,228.361235975993,233.688986643367,239.016739695599,244.34449352622,249.672246802029,255
5,43.6857142857143,127.557142857143,136.525925925926,141.911111111111,147.296296296296,152.681481481481,158.066666666667,163.451851851852,168.837037037037,174.222222222222,179.607407407407,184.992592592593,190.377777777778,195.762962962963,201.148148148148,206.533333333333,211.918518518519,217.303703703704,222.688888888889,228.074074074074,233.459259259259,238.844444444444,244.22962962963,249.614814814815,255
5,46.2991308813086,122.705426983075,137.991010340186,143.674482410358,148.995241848152,154.205678432334,159.516847103982,164.846134341232,170.143981810342,175.441613406358,180.747162243184,186.052251389546,191.355483436651,196.658909586315,201.962762216594,207.266543779041,212.570230111414,217.873940586473,223.177671473111,228.481394533387,233.785113496979,239.088834879492,244.392556980723,249.696278526297,255
5,41.5242176734702,109.634769959415,137.911429064439,143.599375696868,148.929720011496,154.143239310719,159.456355662511,164.789057868615,170.090578176338,175.391452822543,180.700349330404,186.008804161938,191.31537733705,196.62214072855,201.929336239038,207.236461471211,212.543490214223,217.850542955859,223.157616378941,228.464681996158,233.771743462527,239.078807347175,244.385871960043,249.692936016432,255
5,45,128.214285714286,136.851851851852,142.222222222222,147.592592592593,152.962962962963,158.333333333333,163.703703703704,169.074074074074,174.444444444444,179.814814814815,185.185185185185,190.555555555556,195.925925925926,201.296296296296,206.666666666667,212.037037037037,217.407407407407,222.777777777778,228.148148148148,233.518518518519,238.888888888889,244.259259259259,249.62962962963,255
5,32.8179123693072,121.928733579036,137.82785239256,143.518512603325,148.859044094575,154.076342041353,159.391520987261,164.727756324505,170.033246736619,175.337633541066,180.650113402129,185.962173169971,191.272334568128,196.582681041602,201.893463471234,207.204176828886,212.514792840489,217.825432573436,223.136093171489,228.446746025591,233.757394691985,239.068045763597,244.378697569896,249.689348821682,255
5,37.9185912895007,128.588995973027,137.441854644952,143.11219041459,148.498105663853,153.742070333399,159.067996909151,164.419789367485,169.745436170541,175.068003580945,180.398297163571,185.728303805116,191.056498156853,196.384838645695,201.713595322202,207.042294245642,212.370900237036,217.699526680844,223.02817304364,228.356812600583,233.685448159705,239.014085860521,244.342724262711,249.671362166424,255
5,34.7752648213637,127.544658199879,136.697240355229,142.386422274088,147.854190704396,153.133807043084,158.480562482094,163.864024330518,169.225217886289,174.580455863256,179.942637143349,185.305293541651,190.666044344121,196.026898824585,201.388190915049,206.749435674007,212.110582717029,217.471747676717,222.832933580737,228.194113288894,233.555288793437,238.916466297203,244.277644538447,249.638822306097,255
5,33.4666666666667,127.557142857143,136.525925925926,141.911111111111,147.296296296296,152.681481481481,158.066666666667,163.451851851852,168.837037037037,174.222222222222,179.607407407407,184.992592592593,190.377777777778,195.762962962963,201.148148148148,206.533333333333,211.918518518519,217.303703703704,222.688888888889,228.074074074074,233.459259259259,238.844444444444,244.22962962963,249.614814814815,255
5,36.8918652322487,108.976645249887,137.842565338571,143.533663730372,148.872358837477,154.088741326039,159.403545924159,164.739183372833,170.0439229955,175.347641789243,180.65945912412,185.970851375803,191.280343971667,196.590023027982,201.900138335896,207.210184187405,212.520132626906,217.830104894275,223.140098040888,228.450083414098,233.760064596762,239.070048192644,244.38003252371,249.690016298614,255
5,37.187473292986,128.072515661639,137.638135293586,143.339130188412,148.702612856264,153.927346387079,159.247150197591,164.591514585215,169.905780832562,175.217912254755,180.538380784694,185.858472856405,191.176609272755,196.494921267223,201.813682370692,207.132376359637,212.450970065411,217.769587125466,223.088225680155,228.406856547006,233.725483099799,239.044112054127,244.362741765308,249.681370920497,255
5,37.6564496377678,125.581938710197,136.054795190401,141.813881083571,147.365507443269,152.660235541167,158.020214988216,163.431860988996,168.820899340694,174.200713841213,179.587759049008,184.976065989907,190.36210487912,195.748218413677,201.134857428437,206.521450253748,211.907925741419,217.294419891048,222.680939190663,228.067451813594,233.453959388817,238.840469163837,244.226979824421,249.613489956489,255
5,32.0859936574276,126.305303180263,136.635471724931,142.36303107148,147.844734302647,153.116666956204,158.462401839627,163.849154899944,169.211331400038,174.566830745158,179.929994407315,185.293709997046,190.655311209666,196.017026069381,201.379226478542,206.74137474223,212.103414585088,217.465474207856,222.827557069422,228.189633082995,233.551704432445,238.913777993126,244.275852372075,249.637926226951,255
5,42.7422562350767,127.042814122022,136.699797982914,142.405120025876,147.875726366137,153.150521608467,158.496004653604,163.879655135369,169.239860749925,174.593905338522,179.955251551176,185.317071659329,190.676897816693,196.036833782645,201.39722764651,206.757571629304,212.117813365882,217.4780739449,222.838356439263,228.198632425053,233.558904012342,238.919177698243,244.27945215581,249.639726116488,255
5,39.8,129.2,137.340740740741,142.688888888889,148.037037037037,153.385185185185,158.733333333333,164.081481481481,169.42962962963,174.777777777778,180.125925925926,185.474074074074,190.822222222222,196.17037037037,201.518518518519,206.866666666667,212.214814814815,217.562962962963,222.911111111111,228.259259259259,233.607407407407,238.955555555556,244.303703703704,249.651851851852,255
5,32.8204853998651,125.900807460213,138.65981895313,144.312571209288,149.552391191715,154.735042384323,160.029774645156,165.328539290257,170.597135333201,175.867141709036,181.144320638659,186.420879344927,191.695755755651,196.970862580964,202.246355752392,207.521769917934,212.797097815776,218.07245150282,223.347823680495,228.623187719702,233.898548047771,239.173910843074,244.449274289456,249.724637177282,255
5,43.0883780438625,120.319820598668,134.826839401195,140.700887153351,146.379186432546,151.727380109213,157.119174461016,162.579715314469,168.023239284962,173.45321646895,178.889026265937,184.327159354146,189.763375357415,195.19934216415,200.635873520748,206.072373899823,211.508748216599,216.945137587332,222.381553978039,227.817964532486,233.254369663908,238.690776806886,244.127184901273,249.563592498207,255
5,47.1082320387669,128.468364300568,137.383545554041,143.056428103973,148.448973827764,153.695418883826,159.02289332804,164.377184884983,169.705558259818,175.030564827167,180.363353881377,185.695868855136,191.026558321529,196.357390985887,201.688642872709,207.019837658527,212.350938834606,217.682060324713,223.013201879061,228.344336654872,233.675467403708,239.006600289609,244.337733881997,249.668866976323,255
5,38.2666666666667,128.765517241379,137.014814814815,142.377777777778,147.740740740741,153.103703703704,158.466666666667,163.82962962963,169.192592592593,174.555555555556,179.918518518519,185.281481481481,190.644444444444,196.007407407407,201.37037037037,206.733333333333,212.096296296296,217.459259259259,222.822222222222,228.185185185185,233.548148148148,238.911111111111,244.274074074074,249.637037037037,255
5,39.2057676887674,127.421631598841,137.189182110847,142.91538173784,148.333716385506,153.575814147631,158.90640304644,164.270001566189,169.605000744865,174.935494253261,180.274711218524,185.613762607614,190.950717487201,196.287825467685,201.625414897334,206.962941791089,212.300361179886,217.637803083217,222.975268029067,228.312725408244,233.650178162694,238.987633314045,244.325089276753,249.662544678944,255
5,31.7639472897277,129.618678688039,138.16666506741,143.846575026445,149.145563888924,154.347487609879,159.654362331382,164.976289951653,170.265668594197,175.555816514414,180.8537705355,186.151215946769,191.446830353399,196.742650964828,202.038892066278,207.335059124181,212.631132289823,217.927230323698,223.223348482417,228.519458639795,233.815564758038,239.111673336202,244.407782622986,249.703891346924,255
5,30.6389400134543,129.477641672366,137.874411711835,143.52759380285,148.864179676541,154.089265138773,159.403705748901,164.737008722278,170.042329113696,175.3467107919,180.658434666119,185.969773708385,191.279390585665,196.589176371933,201.899357653116,207.209476003145,212.51950604199,217.829557672943,223.139628232475,228.449691747422,233.759751463329,239.069813366319,244.379875935807,249.689938001228,255
